Cell	Twin	Case	Sample	index.sort	Clones
X156_Rest_01_E09	156	SCNI	CSF	CD8Tcell	1
X156_Rest_01_E10	156	SCNI	CSF	Other	ND
X156_Rest_01_E11	156	SCNI	CSF	Other	ND
X156_Rest_01_E12	156	SCNI	CSF	NK 	ND
X156_Rest_01_F01	156	SCNI	CSF	NK 	ND
X156_Rest_01_F02	156	SCNI	CSF	NK 	ND
X156_Rest_01_F03	156	SCNI	CSF	NK 	ND
X156_Rest_01_F04	156	SCNI	CSF	NK 	ND
X156_Rest_01_F05	156	SCNI	CSF	CD8Tcell	1
X156_Rest_01_F06	156	SCNI	CSF	CD8Tcell	1
X156_Rest_01_F07	156	SCNI	CSF	CD4	ND
X156_Rest_01_F08	156	SCNI	CSF	CD8Tcell	1
X156_Rest_01_F09	155	MS	CSF	CD4Tcell	1
X156_Rest_01_F10	156	SCNI	CSF	NK 	ND
X156_Rest_01_F11	156	SCNI	CSF	CD8Tcell	2
X156_Rest_01_F12	156	SCNI	CSF	CD8Tcell	1
X156_Rest_01_G01	156	SCNI	CSF	Rest	ND
X156_Rest_01_G02	156	SCNI	CSF	CD8Tcell	1
X156_Rest_01_G03	156	SCNI	CSF	Other	ND
X156_Rest_01_G04	156	SCNI	CSF	CD8Tcell	2
X156_Rest_01_G05	156	SCNI	CSF	Plasmablast	1
X156_Rest_01_G06	156	SCNI	CSF	Other	ND
X156_Rest_01_G07	156	SCNI	CSF	CD8Tcell	1
X156_Rest_01_G08	156	SCNI	CSF	CD8Tcell	1
X156_Rest_01_G09	156	SCNI	CSF	CD4Tcell	1
X156_Rest_01_G10	156	SCNI	CSF	CD8Tcell	2
X156_Rest_01_G11	156	SCNI	CSF	CD8Tcell	1
X156_Rest_01_G12	156	SCNI	CSF	Other	ND
X156_Rest_01_H01	156	SCNI	CSF	CD8Tcell	1
X156_Rest_01_H02	156	SCNI	CSF	CD8Tcell	2
X156_Rest_01_H03	156	SCNI	CSF	CD4Tcell	1
X156_Rest_01_H04	156	SCNI	CSF	CD8Tcell	1
X156_Rest_01_H05	155	MS	CSF	CD4	ND
X156_Rest_01_H06	156	SCNI	CSF	Other	ND
X156_Rest_01_H07	156	SCNI	CSF	CD8Tcell	2
X156_Rest_01_H08	156	SCNI	CSF	CD4Tcell	1
X156_Rest_01_H09	156	SCNI	CSF	Bcell 	1
X156_Rest_01_H10	156	SCNI	CSF	NK 	ND
X156_Rest_01_H11	156	SCNI	CSF	CD8Tcell	1
X161_01_A01	161	MS	CSF	CD8Tcell	3
X161_01_A02	161	MS	CSF	CD3	ND
X161_01_A03	161	MS	CSF	CD8Tcell	1
X161_01_A04	161	MS	CSF	CD3	ND
X161_01_A05	161	MS	CSF	CD8Tcell	1
X161_01_A06	161	MS	CSF	CD8Tcell	1
X161_01_A07	161	MS	CSF	Rest	ND
X161_01_A08	161	MS	CSF	Other	ND
X161_01_A09	161	MS	CSF	CD3	ND
X161_01_A10	161	MS	CSF	Rest	1
X161_01_A11	161	MS	CSF	CD8Tcell	3
X161_01_A12	161	MS	CSF	CD8Tcell	1
X161_01_B01	161	MS	CSF	CD8Tcell	1
X161_01_B02	161	MS	CSF	NK 	ND
X161_01_B03	161	MS	CSF	CD8Tcell	1
X161_01_B04	161	MS	CSF	Rest	ND
X161_01_B05	161	MS	CSF	CD8Tcell	1
X161_01_B06	161	MS	CSF	CD8Tcell	3
X161_01_B07	161	MS	CSF	Other	ND
X161_01_B08	161	MS	CSF	CD3	ND
X161_01_B09	161	MS	CSF	CD3	ND
X161_01_B10	161	MS	CSF	CD8Tcell	3
X161_01_B11	161	MS	CSF	Rest	ND
X161_01_B12	161	MS	CSF	NK 	ND
X161_01_C01	161	MS	CSF	CD8Tcell	1
X161_01_C02	161	MS	CSF	Rest	ND
X161_01_C03	161	MS	CSF	CD8Tcell	3
X161_01_C04	161	MS	CSF	CD3	ND
X161_01_C05	161	MS	CSF	Other	ND
X161_01_C06	161	MS	CSF	CD8Tcell	1
X161_01_C07	161	MS	CSF	CD8Tcell	1
X161_01_C08	161	MS	CSF	CD3	ND
X161_01_C09	161	MS	CSF	CD4Tcell	1
X161_01_C10	161	MS	CSF	CD8Tcell	3
X161_01_C11	161	MS	CSF	Bcell 	1
X161_01_C12	161	MS	CSF	NK 	ND
X161_01_D01	161	MS	CSF	CD8Tcell	1
X161_01_D02	161	MS	CSF	CD8Tcell	1
X161_01_D03	161	MS	CSF	CD3	ND
X161_01_D04	161	MS	CSF	CD8Tcell	3
X161_01_D05	161	MS	CSF	CD8Tcell	2
X161_01_D06	161	MS	CSF	CD8Tcell	1
X161_01_D07	161	MS	CSF	CD8Tcell	1
X161_01_D08	161	MS	CSF	CD3	ND
X161_01_D09	161	MS	CSF	CD3	ND
X161_01_D10	161	MS	CSF	Rest	3
X161_01_D11	161	MS	CSF	CD8Tcell	1
X161_01_D12	161	MS	CSF	CD8Tcell	3
X161_01_E01	161	MS	CSF	CD8Tcell	1
X161_01_E02	161	MS	CSF	Bcell 	1
X161_01_E03	161	MS	CSF	NK 	ND
X161_01_E04	161	MS	CSF	CD3	ND
X161_01_E05	161	MS	CSF	NK 	ND
X161_01_E06	161	MS	CSF	Rest	ND
X161_01_E07	161	MS	CSF	CD8Tcell	2
X161_01_E08	161	MS	CSF	CD8Tcell	2
X161_01_E09	161	MS	CSF	CD8Tcell	3
X161_01_E10	161	MS	CSF	CD8Tcell	3
X161_01_E11	161	MS	CSF	CD8Tcell	1
X161_01_E12	161	MS	CSF	CD3	ND
X161_01_F01	161	MS	CSF	Other	ND
X161_01_F02	161	MS	CSF	CD8Tcell	1
X161_01_F03	161	MS	CSF	CD8Tcell	1
X161_01_F04	161	MS	CSF	CD8Tcell	1
X161_01_F05	161	MS	CSF	CD8Tcell	1
X161_01_F06	161	MS	CSF	CD8Tcell	1
X161_01_F07	161	MS	CSF	NK 	ND
X161_01_F08	161	MS	CSF	CD8Tcell	1
X161_01_F09	161	MS	CSF	Rest	ND
X161_01_F10	161	MS	CSF	CD8Tcell	2
X161_01_F11	161	MS	CSF	CD3	ND
X161_01_F12	161	MS	CSF	CD3	ND
X161_01_G01	161	MS	CSF	CD8Tcell	1
X161_01_G02	161	MS	CSF	CD8Tcell	1
X161_01_G03	161	MS	CSF	CD3	ND
X161_01_G04	161	MS	CSF	CD3	ND
X161_01_G05	161	MS	CSF	CD8Tcell	3
X161_01_G06	161	MS	CSF	CD8Tcell	3
X161_01_G07	161	MS	CSF	CD8Tcell	3
X161_01_G08	161	MS	CSF	CD8Tcell	1
X161_01_G09	161	MS	CSF	CD3	ND
X161_01_G10	161	MS	CSF	CD8Tcell	1
X161_01_G11	161	MS	CSF	CD8Tcell	3
X161_01_G12	161	MS	CSF	CD8Tcell	1
X161_01_H01	161	MS	CSF	CD3	ND
X161_01_H02	161	MS	CSF	Other	ND
X161_01_H03	161	MS	CSF	CD8Tcell	3
X161_01_H04	161	MS	CSF	Rest	ND
X161_01_H05	161	MS	CSF	CD8Tcell	1
X161_01_H06	161	MS	CSF	CD8Tcell	1
X161_01_H07	161	MS	CSF	CD8Tcell	1
X161_01_H08	161	MS	CSF	CD8Tcell	1
X161_01_H09	161	MS	CSF	NK 	ND
X161_01_H10	161	MS	CSF	CD3	ND
X161_01_H11	161	MS	CSF	CD8Tcell	3
X161_01_H12	161	MS	CSF	Rest	ND
X161_02_A01	161	MS	CSF	NK 	ND
X161_02_A02	161	MS	CSF	CD8Tcell	2
X161_02_A03	161	MS	CSF	Rest	ND
X161_02_A04	161	MS	CSF	CD8Tcell	1
X161_02_A05	161	MS	CSF	CD8Tcell	1
X161_02_A06	161	MS	CSF	CD3	ND
X161_02_A07	161	MS	CSF	CD8Tcell	1
X161_02_A08	161	MS	CSF	CD8Tcell	2
X161_02_A09	161	MS	CSF	Rest	ND
X161_02_A10	161	MS	CSF	CD8Tcell	1
X161_02_A11	161	MS	CSF	CD8Tcell	3
X161_02_A12	161	MS	CSF	Rest	ND
X161_02_B01	161	MS	CSF	CD4Tcell	3
X161_02_B02	161	MS	CSF	Rest	ND
X161_02_B03	161	MS	CSF	CD8Tcell	1
X161_02_B04	161	MS	CSF	CD8Tcell	1
X161_02_B05	161	MS	CSF	CD8Tcell	1
X161_02_B06	161	MS	CSF	CD8Tcell	1
X161_02_B07	161	MS	CSF	NK 	ND
X161_02_B08	161	MS	CSF	CD8Tcell	3
X161_02_B09	161	MS	CSF	CD8Tcell	1
X161_02_B10	161	MS	CSF	CD3	ND
X161_02_B11	161	MS	CSF	CD3	ND
X161_02_B12	161	MS	CSF	CD8Tcell	1
X161_02_C01	161	MS	CSF	Rest	ND
X161_02_C02	161	MS	CSF	CD8Tcell	1
X161_02_C03	161	MS	CSF	CD8Tcell	1
X161_02_C04	161	MS	CSF	CD8Tcell	1
X161_02_C05	161	MS	CSF	CD8Tcell	2
X161_02_C06	161	MS	CSF	CD8Tcell	2
X161_02_C07	161	MS	CSF	CD8Tcell	1
X161_02_C08	161	MS	CSF	CD3	ND
X161_02_C09	161	MS	CSF	CD8Tcell	2
X161_02_C10	161	MS	CSF	CD8Tcell	1
X161_02_C11	161	MS	CSF	NK 	ND
X161_02_C12	161	MS	CSF	CD8Tcell	3
X161_02_D01	161	MS	CSF	CD8Tcell	1
X161_02_D02	161	MS	CSF	Rest	ND
X161_02_D03	161	MS	CSF	CD8Tcell	1
X161_02_D04	161	MS	CSF	CD8Tcell	1
X161_02_D05	161	MS	CSF	CD3	ND
X161_02_D06	161	MS	CSF	CD8Tcell	1
X161_02_D07	161	MS	CSF	CD3	ND
X161_02_D08	161	MS	CSF	Rest	ND
X161_02_D09	161	MS	CSF	Rest	ND
X161_02_D10	161	MS	CSF	CD8Tcell	2
X161_02_D11	161	MS	CSF	CD8Tcell	1
X161_02_D12	161	MS	CSF	NK 	ND
X161_02_E01	161	MS	CSF	CD8Tcell	1
X161_02_E02	161	MS	CSF	CD8Tcell	2
X161_02_E03	161	MS	CSF	CD8Tcell	2
X161_02_E04	161	MS	CSF	CD8Tcell	1
X161_02_E05	161	MS	CSF	CD8Tcell	3
X161_02_E06	161	MS	CSF	CD3	ND
X161_02_E07	161	MS	CSF	CD8Tcell	1
X161_02_E08	161	MS	CSF	CD8Tcell	1
X161_02_E09	161	MS	CSF	CD8Tcell	1
X161_02_E10	161	MS	CSF	CD8Tcell	1
X161_02_E11	161	MS	CSF	Rest	ND
X161_02_E12	161	MS	CSF	CD8Tcell	2
X161_02_F01	161	MS	CSF	CD8Tcell	1
X161_02_F02	161	MS	CSF	CD3	ND
X161_02_F03	161	MS	CSF	Other	ND
X161_02_F04	161	MS	CSF	CD8Tcell	3
X161_02_F05	161	MS	CSF	CD3	ND
X161_02_F06	161	MS	CSF	NK 	ND
X161_02_F07	161	MS	CSF	CD3	ND
X161_02_F08	161	MS	CSF	CD8Tcell	1
X161_02_F09	161	MS	CSF	Rest	ND
X161_02_F10	161	MS	CSF	CD8Tcell	1
X161_02_F11	161	MS	CSF	CD8Tcell	1
X161_02_F12	161	MS	CSF	CD8Tcell	3
X161_02_G01	161	MS	CSF	CD8Tcell	3
X161_02_G02	161	MS	CSF	CD8Tcell	3
X161_02_G03	161	MS	CSF	CD8Tcell	1
X161_02_G04	161	MS	CSF	CD4Tcell	1
X161_02_G05	161	MS	CSF	CD3	ND
X161_02_G06	161	MS	CSF	CD8Tcell	1
X161_02_G07	161	MS	CSF	CD8Tcell	2
X161_02_G08	161	MS	CSF	CD8Tcell	1
X161_02_G09	161	MS	CSF	CD8Tcell	3
X161_02_G10	161	MS	CSF	CD8Tcell	1
X161_02_G11	161	MS	CSF	CD8Tcell	1
X161_02_G12	161	MS	CSF	CD3	ND
X161_02_H01	161	MS	CSF	CD8Tcell	1
X161_02_H02	161	MS	CSF	CD8Tcell	3
X161_02_H03	161	MS	CSF	Other	ND
X161_02_H04	161	MS	CSF	Rest	ND
X161_02_H05	161	MS	CSF	CD3	ND
X161_02_H06	161	MS	CSF	CD3	ND
X161_02_H07	161	MS	CSF	CD8Tcell	1
X161_02_H08	161	MS	CSF	CD8Tcell	2
X161_02_H09	161	MS	CSF	CD8Tcell	3
X161_02_H10	161	MS	CSF	Rest	ND
X161_02_H11	161	MS	CSF	CD8Tcell	1
X161_03_A01	161	MS	CSF	CD3	ND
X161_03_A02	161	MS	CSF	CD8Tcell	1
X161_03_A03	161	MS	CSF	Rest	ND
X161_03_A04	161	MS	CSF	CD8Tcell	3
X161_03_A05	161	MS	CSF	CD3	ND
X161_03_A06	161	MS	CSF	Rest	ND
X161_03_A07	161	MS	CSF	CD3	ND
X161_03_A08	161	MS	CSF	CD3	ND
X161_03_A09	161	MS	CSF	CD3	ND
X161_03_A11	161	MS	CSF	CD3	ND
X161_03_A12	161	MS	CSF	Other	ND
X161_03_B01	161	MS	CSF	CD8Tcell	1
X161_03_B02	161	MS	CSF	CD3	ND
X161_03_B03	161	MS	CSF	CD3	ND
X161_03_B04	161	MS	CSF	CD3	ND
X161_03_B05	161	MS	CSF	CD3	ND
X161_03_B06	161	MS	CSF	Other	ND
X161_03_B07	161	MS	CSF	CD3	ND
X161_03_B08	161	MS	CSF	CD8Tcell	3
X161_03_B09	161	MS	CSF	CD8Tcell	1
X161_03_B10	161	MS	CSF	NK 	ND
X161_03_B11	161	MS	CSF	NK 	ND
X161_03_B12	161	MS	CSF	CD8Tcell	1
X161_03_C01	161	MS	CSF	CD3	ND
X161_03_C02	161	MS	CSF	CD8Tcell	1
X161_03_C03	161	MS	CSF	CD3	ND
X161_03_C04	161	MS	CSF	CD8Tcell	2
X161_03_C05	161	MS	CSF	CD8Tcell	1
X161_03_C06	161	MS	CSF	CD8Tcell	1
X161_03_C07	161	MS	CSF	CD8Tcell	1
X161_03_C08	161	MS	CSF	NK 	ND
X161_03_C09	161	MS	CSF	CD3	ND
X161_03_C10	161	MS	CSF	CD8Tcell	3
X161_03_C11	161	MS	CSF	CD8Tcell	3
X161_03_C12	161	MS	CSF	CD8Tcell	1
X161_03_D01	161	MS	CSF	Rest	ND
X161_03_D02	161	MS	CSF	CD8Tcell	2
X161_03_D03	161	MS	CSF	CD8Tcell	1
X161_03_D04	161	MS	CSF	CD8Tcell	1
X161_03_D05	161	MS	CSF	CD3	ND
X161_03_D06	161	MS	CSF	CD3	ND
X161_03_D07	161	MS	CSF	Bcell 	ND
X161_03_D08	161	MS	CSF	CD3	ND
X161_03_D09	161	MS	CSF	CD8Tcell	3
X161_03_D10	161	MS	CSF	Rest	ND
X161_03_D11	161	MS	CSF	CD8Tcell	3
X161_03_D12	161	MS	CSF	CD3	ND
X161_03_E01	161	MS	CSF	CD8Tcell	1
X161_03_E02	161	MS	CSF	CD8Tcell	3
X161_03_E03	161	MS	CSF	CD8Tcell	3
X161_03_E04	161	MS	CSF	NK 	ND
X161_03_E05	161	MS	CSF	CD8Tcell	1
X161_03_E06	161	MS	CSF	CD8Tcell	1
X161_03_E07	161	MS	CSF	CD8Tcell	1
X161_03_E08	161	MS	CSF	CD8Tcell	1
X161_03_E09	161	MS	CSF	CD8Tcell	3
X161_03_E10	161	MS	CSF	CD3	ND
X161_03_E11	161	MS	CSF	CD3	ND
X161_03_E12	161	MS	CSF	CD8Tcell	3
X161_03_F01	161	MS	CSF	Rest	ND
X161_03_F02	161	MS	CSF	CD3	ND
X161_03_F03	161	MS	CSF	CD8Tcell	1
X161_03_F04	161	MS	CSF	CD3	ND
X161_03_F05	161	MS	CSF	Other	ND
X161_03_F06	161	MS	CSF	Rest	ND
X161_03_F07	161	MS	CSF	Rest	ND
X161_03_F08	161	MS	CSF	Other	ND
X161_03_F09	161	MS	CSF	CD3	ND
X161_03_F10	161	MS	CSF	CD3	ND
X161_03_F11	161	MS	CSF	CD3	ND
X161_03_G01	161	MS	CSF	Bcell 	1
X161_03_G02	161	MS	CSF	CD8Tcell	1
X161_03_G03	161	MS	CSF	CD8Tcell	1
X161_03_G04	161	MS	CSF	CD8Tcell	1
X161_03_G05	161	MS	CSF	CD8Tcell	3
X161_03_G06	161	MS	CSF	CD3	ND
X161_03_G07	161	MS	CSF	CD8Tcell	1
X161_03_G08	161	MS	CSF	CD8Tcell	1
X161_03_G09	161	MS	CSF	Rest	ND
X161_03_G10	161	MS	CSF	CD8Tcell	1
X161_03_G11	161	MS	CSF	Rest	ND
X161_03_G12	161	MS	CSF	CD8Tcell	1
X161_03_H01	161	MS	CSF	Rest	ND
X161_03_H02	161	MS	CSF	Rest	ND
X161_03_H03	161	MS	CSF	CD8Tcell	1
X161_03_H05	161	MS	CSF	CD8Tcell	1
X161_03_H06	161	MS	CSF	Rest	ND
X161_03_H07	161	MS	CSF	Rest	ND
X161_03_H08	161	MS	CSF	CD8Tcell	1
X161_03_H09	161	MS	CSF	Rest	ND
X161_03_H10	161	MS	CSF	Rest	1
X161_03_H11	161	MS	CSF	Other	ND
X161_CD4_01_A01	161	MS	CSF	CD4	ND
X161_CD4_01_A02	161	MS	CSF	CD4Tcell	1
X161_CD4_01_A03	161	MS	CSF	CD4Tcell	3
X161_CD4_01_A04	161	MS	CSF	CD4	ND
X161_CD4_01_A05	161	MS	CSF	CD4	ND
X161_CD4_01_A06	161	MS	CSF	CD4Tcell	1
X161_CD4_01_A07	161	MS	CSF	CD4	ND
X161_CD4_01_A08	161	MS	CSF	CD4Tcell	1
X161_CD4_01_A09	161	MS	CSF	CD4Tcell	1
X161_CD4_01_A10	161	MS	CSF	CD4	ND
X161_CD4_01_A11	161	MS	CSF	CD4Tcell	1
X161_CD4_01_A12	161	MS	CSF	CD4	ND
X161_CD4_01_B01	161	MS	CSF	CD4	ND
X161_CD4_01_B02	161	MS	CSF	CD4Tcell	1
X161_CD4_01_B03	161	MS	CSF	CD4Tcell	1
X161_CD4_01_B04	161	MS	CSF	CD4Tcell	1
X161_CD4_01_B05	161	MS	CSF	CD4	ND
X161_CD4_01_B06	161	MS	CSF	CD4Tcell	1
X161_CD4_01_B07	161	MS	CSF	CD4Tcell	1
X161_CD4_01_B08	161	MS	CSF	CD4	ND
X161_CD4_01_B09	161	MS	CSF	CD4	ND
X161_CD4_01_B10	161	MS	CSF	CD4	ND
X161_CD4_01_B11	161	MS	CSF	CD4	ND
X161_CD4_01_B12	161	MS	CSF	CD4	ND
X161_CD4_01_C01	161	MS	CSF	CD4Tcell	1
X161_CD4_01_C02	161	MS	CSF	CD4Tcell	1
X161_CD4_01_C03	161	MS	CSF	CD4	ND
X161_CD4_01_C04	161	MS	CSF	CD4Tcell	1
X161_CD4_01_C05	161	MS	CSF	CD4Tcell	1
X161_CD4_01_C06	161	MS	CSF	CD4Tcell	1
X161_CD4_01_C07	161	MS	CSF	CD4	ND
X161_CD4_01_C08	161	MS	CSF	CD4	ND
X161_CD4_01_C09	161	MS	CSF	CD4	ND
X161_CD4_01_C1	161	MS	CSF	CD4Tcell	1
X161_CD4_01_C10	161	MS	CSF	CD4	ND
X161_CD4_01_C11	161	MS	CSF	CD4	ND
X161_CD4_01_C12	161	MS	CSF	CD4	ND
X161_CD4_01_C2	161	MS	CSF	CD4Tcell	1
X161_CD4_01_C4	161	MS	CSF	CD4Tcell	1
X161_CD4_01_C5	161	MS	CSF	CD4Tcell	1
X161_CD4_01_C6	161	MS	CSF	CD4Tcell	1
X161_CD4_01_C7	161	MS	CSF	CD4	ND
X161_CD4_01_C8	161	MS	CSF	CD4	ND
X161_CD4_01_C9	161	MS	CSF	CD4	ND
X161_CD4_01_D01	161	MS	CSF	CD4	ND
X161_CD4_01_D02	161	MS	CSF	CD4Tcell	1
X161_CD4_01_D03	161	MS	CSF	CD4	ND
X161_CD4_01_D04	161	MS	CSF	CD4Tcell	2
X161_CD4_01_D05	161	MS	CSF	CD4	ND
X161_CD4_01_D06	161	MS	CSF	CD4Tcell	1
X161_CD4_01_D07	161	MS	CSF	CD4Tcell	1
X161_CD4_01_D08	161	MS	CSF	CD4	ND
X161_CD4_01_D09	161	MS	CSF	CD4	ND
X161_CD4_01_D1	161	MS	CSF	CD4	ND
X161_CD4_01_D10	161	MS	CSF	CD4Tcell	1
X161_CD4_01_D11	161	MS	CSF	CD4	ND
X161_CD4_01_D12	161	MS	CSF	CD4	ND
X161_CD4_01_D2	161	MS	CSF	CD4Tcell	1
X161_CD4_01_D3	161	MS	CSF	CD4	ND
X161_CD4_01_D4	161	MS	CSF	CD4Tcell	2
X161_CD4_01_D5	161	MS	CSF	CD4	ND
X161_CD4_01_D6	161	MS	CSF	CD4Tcell	1
X161_CD4_01_D7	161	MS	CSF	CD4Tcell	1
X161_CD4_01_D8	161	MS	CSF	CD4	ND
X161_CD4_01_D9	161	MS	CSF	CD4	ND
X161_CD4_01_E01	161	MS	CSF	CD4Tcell	1
X161_CD4_01_E02	161	MS	CSF	CD4Tcell	1
X161_CD4_01_E03	161	MS	CSF	CD4	ND
X161_CD4_01_E04	161	MS	CSF	CD4Tcell	1
X161_CD4_01_E05	161	MS	CSF	CD4Tcell	1
X161_CD4_01_E06	161	MS	CSF	CD4Tcell	1
X161_CD4_01_E07	161	MS	CSF	CD4	ND
X161_CD4_01_E08	161	MS	CSF	CD4Tcell	1
X161_CD4_01_E09	161	MS	CSF	CD4Tcell	1
X161_CD4_01_E10	161	MS	CSF	CD4Tcell	1
X161_CD4_01_E11	161	MS	CSF	CD4Tcell	1
X161_CD4_01_E12	161	MS	CSF	CD4	ND
X161_CD4_01_F01	161	MS	CSF	CD4	ND
X161_CD4_01_F02	161	MS	CSF	CD4	ND
X161_CD4_01_F03	161	MS	CSF	CD4	ND
X161_CD4_01_F04	161	MS	CSF	CD4Tcell	1
X161_CD4_01_F05	161	MS	CSF	CD4	ND
X161_CD4_01_F06	161	MS	CSF	CD4Tcell	1
X161_CD4_01_F07	161	MS	CSF	CD4Tcell	1
X161_CD4_01_F08	161	MS	CSF	CD4Tcell	1
X161_CD4_01_F09	161	MS	CSF	CD4	ND
X161_CD4_01_F10	161	MS	CSF	CD4Tcell	3
X161_CD4_01_F11	161	MS	CSF	CD4	ND
X161_CD4_01_F12	161	MS	CSF	CD4	ND
X161_CD4_01_G01	161	MS	CSF	CD4	ND
X161_CD4_01_G02	161	MS	CSF	CD4Tcell	1
X161_CD4_01_G03	161	MS	CSF	CD4	ND
X161_CD4_01_G04	161	MS	CSF	CD4Tcell	1
X161_CD4_01_G05	161	MS	CSF	CD4	ND
X161_CD4_01_G06	161	MS	CSF	CD4Tcell	1
X161_CD4_01_G07	161	MS	CSF	CD4Tcell	1
X161_CD4_01_G08	161	MS	CSF	CD4	ND
X161_CD4_01_G09	161	MS	CSF	CD4	ND
X161_CD4_01_G10	161	MS	CSF	CD4	ND
X161_CD4_01_G11	161	MS	CSF	CD4	ND
X161_CD4_01_G12	161	MS	CSF	CD4	ND
X161_CD4_01_H01	161	MS	CSF	CD4	ND
X161_CD4_01_H02	161	MS	CSF	CD4	ND
X161_CD4_01_H03	161	MS	CSF	CD4	ND
X161_CD4_01_H04	161	MS	CSF	CD4Tcell	1
X161_CD4_01_H05	161	MS	CSF	CD4Tcell	1
X161_CD4_01_H06	161	MS	CSF	CD4Tcell	3
X161_CD4_01_H07	161	MS	CSF	CD4	ND
X161_CD4_01_H08	161	MS	CSF	CD4	ND
X161_CD4_01_H09	161	MS	CSF	CD4	ND
X161_CD4_01_H10	161	MS	CSF	CD4	ND
X161_CD4_01_H11	161	MS	CSF	CD4	ND
X161_CD4_01_H12	161	MS	CSF	CD4	ND
X162_01_A01	162	SCNI	CSF	CD3	ND
X162_01_A02	162	SCNI	CSF	NK 	ND
X162_01_A03	162	SCNI	CSF	CD8Tcell	3
X162_01_A04	162	SCNI	CSF	NK 	ND
X162_01_A05	162	SCNI	CSF	CD3	ND
X162_01_A06	162	SCNI	CSF	Bcell 	1
X162_01_A07	162	SCNI	CSF	Rest	ND
X162_01_A08	162	SCNI	CSF	Bcell 	1
X162_01_A09	162	SCNI	CSF	NK 	ND
X162_01_A10	162	SCNI	CSF	Rest	ND
X162_01_A11	162	SCNI	CSF	Bcell 	1
X162_01_A12	162	SCNI	CSF	CD8Tcell	1
X162_01_B01	162	SCNI	CSF	Other	ND
X162_01_B02	162	SCNI	CSF	Bcell 	1
X162_01_B03	162	SCNI	CSF	CD8Tcell	3
X162_01_B04	162	SCNI	CSF	Bcell 	ND
X162_01_B05	162	SCNI	CSF	Bcell 	1
X162_01_B06	162	SCNI	CSF	Bcell 	ND
X162_01_B07	162	SCNI	CSF	NK 	ND
X162_01_B08	162	SCNI	CSF	CD8Tcell	3
X162_01_B09	162	SCNI	CSF	Other	ND
X162_01_B10	162	SCNI	CSF	Bcell 	ND
X162_01_B11	162	SCNI	CSF	CD3	ND
X162_01_B12	162	SCNI	CSF	Rest	1
X162_01_C01	162	SCNI	CSF	NK 	ND
X162_01_C02	162	SCNI	CSF	Bcell 	1
X162_01_C03	162	SCNI	CSF	CD3	ND
X162_01_C04	162	SCNI	CSF	Bcell 	1
X162_01_C05	162	SCNI	CSF	Other	ND
X162_01_C06	162	SCNI	CSF	Bcell 	1
X162_01_C07	162	SCNI	CSF	Bcell 	1
X162_01_C08	162	SCNI	CSF	Bcell 	1
X162_01_C09	162	SCNI	CSF	Other	ND
X162_01_C10	162	SCNI	CSF	CD8Tcell	1
X162_01_C11	162	SCNI	CSF	Other	ND
X162_01_C12	162	SCNI	CSF	CD8Tcell	1
X162_01_D01	162	SCNI	CSF	Other	ND
X162_01_D02	162	SCNI	CSF	CD3	ND
X162_01_D03	162	SCNI	CSF	CD8Tcell	1
X162_01_D04	162	SCNI	CSF	CD8Tcell	1
X162_01_D05	162	SCNI	CSF	Bcell 	1
X162_01_D06	162	SCNI	CSF	Other	ND
X162_01_D07	162	SCNI	CSF	CD8Tcell	1
X162_01_D08	162	SCNI	CSF	CD8Tcell	1
X162_01_D09	162	SCNI	CSF	Bcell 	1
X162_01_D10	162	SCNI	CSF	CD3	ND
X162_01_D11	162	SCNI	CSF	CD8Tcell	1
X162_01_D12	162	SCNI	CSF	Bcell 	ND
X162_01_E01	162	SCNI	CSF	CD3	ND
X162_01_E02	162	SCNI	CSF	Bcell 	ND
X162_01_E03	162	SCNI	CSF	NK 	ND
X162_01_E04	162	SCNI	CSF	CD3	ND
X162_01_E05	162	SCNI	CSF	CD8Tcell	1
X162_01_E06	162	SCNI	CSF	Plasmablast	3
X162_01_E07	162	SCNI	CSF	CD3	ND
X162_01_E08	162	SCNI	CSF	CD3	ND
X162_01_E09	162	SCNI	CSF	CD3	ND
X162_01_E10	162	SCNI	CSF	CD3	ND
X162_01_E11	162	SCNI	CSF	CD8Tcell	3
X162_01_E12	162	SCNI	CSF	CD8Tcell	1
X162_01_F01	162	SCNI	CSF	Bcell 	1
X162_01_F02	162	SCNI	CSF	CD3	ND
X162_01_F03	162	SCNI	CSF	CD3	ND
X162_01_F04	162	SCNI	CSF	CD3	ND
X162_01_F05	162	SCNI	CSF	CD8Tcell	1
X162_01_F06	162	SCNI	CSF	CD3	ND
X162_01_F07	162	SCNI	CSF	NK 	ND
X162_01_F08	162	SCNI	CSF	CD3	ND
X162_01_F09	162	SCNI	CSF	Rest	ND
X162_01_F10	162	SCNI	CSF	CD3	ND
X162_01_F11	162	SCNI	CSF	CD3	ND
X162_01_F12	162	SCNI	CSF	CD8Tcell	1
X162_01_G01	162	SCNI	CSF	CD3	ND
X162_01_G02	162	SCNI	CSF	CD8Tcell	3
X162_01_G03	162	SCNI	CSF	CD3	ND
X162_01_G04	162	SCNI	CSF	Bcell 	1
X162_01_G05	162	SCNI	CSF	CD3	ND
X162_01_G06	162	SCNI	CSF	CD3	ND
X162_01_G07	162	SCNI	CSF	CD3	ND
X162_01_G08	162	SCNI	CSF	CD3	ND
X162_01_G09	162	SCNI	CSF	CD3	ND
